"","title","artist","top genre","year","added","bpm","nrgy","dnce","dB","live","val","dur","acous","spch","pop","country"
"421","Feliz Navidad","José Feliciano","latin pop",2001,"1969-12-31",149,86,49,-7,35,96,182,53,4,85,"germany"
"422","It's Beginning to Look a Lot like Christmas","Michael Bublé","adult standards",2011,"1969-12-31",93,22,33,-11,34,36,207,88,3,84,"germany"
"423","My Only Wish (This Year)","Britney Spears","dance pop",2019,"1969-12-31",147,73,67,-7,20,68,255,23,3,84,"germany"
"424","Rudolph The Red-Nosed Reindeer","Dean Martin","adult standards",1959,"1969-12-31",136,20,48,-17,9,86,136,92,3,84,"germany"
"425","Driving Home for Christmas - 2019 Remaster","Chris Rea","album rock",1987,"1969-12-31",180,58,51,-11,18,87,242,36,4,83,"germany"
"426","COLT","Samra","german hip hop",2019,"1969-12-31",90,53,54,-6,10,18,180,35,43,83,"germany"
"427","Der Bratan bleibt der gleiche","Capital Bra","german hip hop",2019,"1969-12-31",96,70,61,-4,57,67,192,13,37,83,"germany"
"428","Roller","Apache 207","german hip hop",2019,"1969-12-31",128,76,94,-6,19,68,157,3,17,82,"germany"
"429","Hallelujah","Pentatonix","a cappella",2016,"1969-12-31",119,38,32,-7,34,37,269,45,4,82,"germany"
"430","2002","Sido","german hip hop",2019,"1969-12-31",160,69,66,-8,10,49,237,21,24,82,"germany"
"431","Doch in der Nacht","Apache 207","german hip hop",2019,"1969-12-31",131,83,90,-7,21,71,192,12,7,81,"germany"
"432","Thank God It's Christmas - Non-Album Single","Queen","glam rock",1984,"1969-12-31",83,42,30,-9,23,34,262,21,3,80,"germany"
"433","Alien","RIN","german cloud rap",2019,"1969-12-31",138,60,84,-6,11,85,209,30,6,80,"germany"
"434","Wonderful Dream (Holidays Are Coming) - Radio Version","Melanie Thornton",NA,2001,"1969-12-31",150,68,58,-5,26,52,232,11,3,79,"germany"
"435","200 km/h","Apache 207","german hip hop",2019,"1969-12-31",148,67,90,-6,11,41,163,27,16,79,"germany"
"436","Wieso tust Du dir das an?","Apache 207","german hip hop",2019,"1969-12-31",134,48,86,-7,12,46,176,29,6,79,"germany"
"437","Merry Xmas Everybody","Slade","album rock",1973,"1969-12-31",130,80,41,-3,18,47,223,22,4,79,"germany"
"438","110","Capital Bra","german hip hop",2019,"1969-12-31",179,75,48,-5,10,42,195,53,43,76,"germany"
"439","Nur zur Info","Ufo361","german cloud rap",2019,"1969-12-31",89,37,73,-12,11,23,142,17,44,75,"germany"
"440","Mit Dir","Loredana","kosovan pop",2019,"1969-12-31",196,53,75,-6,6,64,158,16,34,75,"germany"
"441","Christmas Time","Bryan Adams","album rock",2019,"1969-12-31",77,58,50,-4,10,32,243,47,3,72,"germany"
"442","Keine Liebe","RIN","german cloud rap",2019,"1969-12-31",104,80,80,-5,31,57,198,13,4,72,"germany"
"443","The Best Side Of Life","Sarah Connor","german pop",2006,"1969-12-31",91,63,63,-5,12,55,229,56,3,72,"germany"
"444","In der Weihnachtsbäckerei","Rolf Zuckowski","german pop",1987,"1969-12-31",146,45,82,-9,20,92,173,49,4,72,"germany"
"445","STAR","Nimo","german hip hop",2019,"1969-12-31",108,82,81,-5,17,60,162,38,9,71,"germany"
"446","Merry Christmas Everyone","Shakin' Stevens","new wave pop",1997,"1969-12-31",102,71,76,-10,8,96,224,16,3,69,"germany"
"447","Vor der Tür","Gzuz","deep german hip hop",2019,"1969-12-31",101,73,86,-6,10,20,171,2,19,63,"germany"
"448","KEIN SCHLAF","Nimo","german hip hop",2019,"1969-12-31",174,70,61,-6,12,43,200,31,17,61,"germany"
"449","KARMA","Nimo","german hip hop",2019,"1969-12-31",160,64,69,-6,33,53,255,14,8,59,"germany"
"450","Skifahren","The Cratez","german hip hop",2019,"1969-12-31",134,71,72,-7,15,44,163,22,25,51,"germany"
"451","Dance Monkey","Tones and I","australian pop",2019,"1969-12-31",98,59,82,-6,15,51,209,69,9,100,"colombia"
"452","RITMO (Bad Boys For Life)","The Black Eyed Peas","dance pop",2019,"1969-12-31",105,72,72,-7,24,67,222,3,7,97,"colombia"
"453","Tusa","KAROL G","latin",2019,"1969-12-31",101,72,80,-3,6,57,201,30,30,96,"colombia"
"454","China","Anuel AA","latin",2019,"1969-12-31",105,81,79,-4,8,61,302,8,9,94,"colombia"
"455","Vete","Bad Bunny","latin",2019,"1969-12-31",92,67,89,-4,10,53,192,4,19,94,"colombia"
"456","Fantasias","Rauw Alejandro","latin",2019,"1969-12-31",94,70,88,-4,6,79,200,14,7,93,"colombia"
"457","LA CANCIÓN","J Balvin","latin",2019,"1969-12-31",176,65,75,-6,11,43,243,15,32,93,"colombia"
"458","Callaita","Bad Bunny","latin",2019,"1969-12-31",176,62,61,-5,24,24,251,60,31,92,"colombia"
"459","Adicto (with Anuel AA & Ozuna)","Tainy","pop reggaeton",2019,"1969-12-31",80,84,73,-5,18,62,271,2,7,92,"colombia"
"460","Whine Up","Nicky Jam","latin",2019,"1969-12-31",105,67,82,-6,10,66,215,5,8,91,"colombia"
"461","Que Tire Pa Lante","Daddy Yankee","latin",2019,"1969-12-31",94,90,66,-3,12,71,211,5,4,91,"colombia"
"462","Quizas","Rich Music LTD","reggaeton",2019,"1969-12-31",176,82,73,-2,23,68,216,3,15,90,"colombia"
"463","Indeciso","Reik","latin",2019,"1969-12-31",95,75,74,-5,11,90,217,18,5,90,"colombia"
"464","Tutu","Camilo","colombian pop",2019,"1969-12-31",146,83,73,-3,7,94,179,27,5,90,"colombia"
"465","Si Te Vas","Sech","panamanian pop",2019,"1969-12-31",174,64,73,-4,14,55,205,9,13,90,"colombia"
"466","Aventura","Lunay","latin",2019,"1969-12-31",92,73,73,-3,10,88,217,22,4,90,"colombia"
"467","Hola - Remix","Dalex","latin",2019,"1969-12-31",182,67,65,-6,8,34,250,47,31,89,"colombia"
"468","Señorita","Shawn Mendes","canadian pop",2019,"1969-12-31",117,55,76,-6,8,75,191,4,3,89,"colombia"
"469","No Me Conoce - Remix","Jhay Cortez","latin",2019,"1969-12-31",92,79,81,-4,9,58,309,14,7,88,"colombia"
"470","QUE PRETENDES","J Balvin","latin",2019,"1969-12-31",93,79,64,-4,36,94,222,3,25,88,"colombia"
"471","Con Altura","ROSALÍA","r&b en espanol",2019,"1969-12-31",98,69,88,-4,5,75,162,39,12,88,"colombia"
"472","0.95833333333333337","Maluma","latin",2019,"1969-12-31",96,71,78,-5,9,68,176,22,28,88,"colombia"
"473","Blanco","J Balvin","latin",2019,"1969-12-31",100,71,87,-5,9,59,146,3,13,87,"colombia"
"474","Qué Pena","Maluma","latin",2019,"1969-12-31",126,66,64,-6,34,86,213,10,36,87,"colombia"
"475","Pa' Olvidarme De Ella","Piso 21","colombian pop",2019,"1969-12-31",90,54,73,-5,14,64,227,26,5,87,"colombia"
"476","Bellaquita - Remix","Dalex","latin",2019,"1969-12-31",166,72,80,-4,18,76,305,14,8,87,"colombia"
"477","Sigues Con El","Dimelo Flow","latin",2019,"1969-12-31",88,67,88,-3,7,68,227,11,11,83,"colombia"
"478","Loco","Beéle",NA,2019,"1969-12-31",105,56,82,-6,5,77,204,16,17,82,"colombia"
"479","Soltera - Remix","Lunay","latin",2019,"1969-12-31",92,78,80,-4,44,80,266,36,4,80,"colombia"
"480","Alguien Me Gusta","Andy Rivera","latin",2019,"1969-12-31",93,52,67,-4,37,81,169,45,4,70,"colombia"
"481","Dulce Pecado","Jessi Uribe","colombian pop",2019,"1969-12-31",176,51,64,-4,13,77,175,61,5,63,"colombia"
"482","En Barranquilla Me Quedo","Joe Arroyo","cumbia",2009,"1969-12-31",104,79,62,-6,9,75,312,18,5,63,"colombia"
"483","Los sabanales","Calixto Ochoa","cumbia",1971,"1969-12-31",124,70,80,-6,3,78,162,10,4,58,"colombia"
"484","Traicionera","Pastor Lopez","cumbia",2012,"1969-12-31",130,59,78,-5,19,96,215,53,4,55,"colombia"
"485","La Noche","Joe Arroyo","cumbia",1999,"1969-12-31",106,68,73,-5,6,83,264,25,4,55,"colombia"
"486","Adonay","Rodolfo Aicardi","classic colombian pop",2014,"1969-12-31",118,66,76,-6,6,97,187,67,5,54,"colombia"
"487","El Hijo Ausente","Pastor Lopez","cumbia",2012,"1969-12-31",107,73,76,-6,13,85,173,63,6,54,"colombia"
"488","Tabaco y Ron","Rodolfo Aicardi","classic colombian pop",2012,"1969-12-31",103,77,76,-7,11,96,243,18,4,54,"colombia"
"489","Aventurero","Yeison Jimenez","colombian pop",2019,"1969-12-31",93,63,85,-4,13,90,190,51,3,54,"colombia"
"490","Loquito por Ti","Armando Hernandez","chicha",2012,"1969-12-31",107,76,79,-4,5,86,287,41,12,54,"colombia"
"491","Las Cuatro Fiestas","Diomedes Diaz","cumbia",2006,"1969-12-31",131,92,51,-5,15,97,275,16,26,54,"colombia"
"492","Cariñito","Rodolfo Aicardi","classic colombian pop",2012,"1969-12-31",106,57,68,-6,8,95,227,82,3,53,"colombia"
"493","Golpe Con Golpe","Pastor Lopez","cumbia",2012,"1969-12-31",102,62,75,-7,6,97,214,60,6,53,"colombia"
"494","Ojitos Hechiceros","Rodolfo Aicardi","classic colombian pop",2012,"1969-12-31",107,69,79,-7,14,62,220,11,4,52,"colombia"
"495","La Burrita","Los Corraleros De Majagual","cumbia",2012,"1969-12-31",127,63,86,-5,8,95,157,46,10,51,"colombia"
"496","Daniela","Rodolfo Aicardi","classic colombian pop",2012,"1969-12-31",142,56,62,-7,18,93,198,52,3,51,"colombia"
"497","Víspera de Año Nuevo","Guillermo Buitrago","classic colombian pop",2012,"1969-12-31",100,83,60,-6,8,98,150,85,13,49,"colombia"
"498","El Jornalero (El Hijo de Tuta)","Lisandro Meza","cumbia",2001,"1969-12-31",95,72,85,-5,16,96,244,7,6,49,"colombia"
"499","Las Caleñas","Pastor Lopez Y Su Combo","cumbia",2010,"1969-12-31",204,74,55,-7,8,94,212,34,10,48,"colombia"
"500","Sorbito De Champagne - Digitally Remastered Original","Pastor Lopez","cumbia",2006,"1969-12-31",112,79,79,-4,4,70,211,64,4,45,"colombia"
"501","Dance Monkey","Tones and I","australian pop",2019,"1969-12-31",98,59,82,-6,15,51,209,69,9,100,"chile"
"502","All I Want for Christmas Is You","Mariah Carey","dance pop",1994,"1969-12-31",150,63,34,-7,7,35,241,16,4,98,"chile"
"503","RITMO (Bad Boys For Life)","The Black Eyed Peas","dance pop",2019,"1969-12-31",105,72,72,-7,24,67,222,3,7,97,"chile"
"504","Tusa","KAROL G","latin",2019,"1969-12-31",101,72,80,-3,6,57,201,30,30,96,"chile"
"505","Vete","Bad Bunny","latin",2019,"1969-12-31",92,67,89,-4,10,53,192,4,19,94,"chile"
"506","China","Anuel AA","latin",2019,"1969-12-31",105,81,79,-4,8,61,302,8,9,94,"chile"
"507","Fantasias","Rauw Alejandro","latin",2019,"1969-12-31",94,70,88,-4,6,79,200,14,7,93,"chile"
"508","LA CANCIÓN","J Balvin","latin",2019,"1969-12-31",176,65,75,-6,11,43,243,15,32,93,"chile"
"509","Adicto (with Anuel AA & Ozuna)","Tainy","pop reggaeton",2019,"1969-12-31",80,84,73,-5,18,62,271,2,7,92,"chile"
"510","Callaita","Bad Bunny","latin",2019,"1969-12-31",176,62,61,-5,24,24,251,60,31,92,"chile"
"511","Jingle Bell Rock","Bobby Helms","adult standards",1992,"1969-12-31",120,42,75,-8,7,81,131,64,4,92,"chile"
"512","Whine Up","Nicky Jam","latin",2019,"1969-12-31",105,67,82,-6,10,66,215,5,8,91,"chile"
"513","Que Tire Pa Lante","Daddy Yankee","latin",2019,"1969-12-31",94,90,66,-3,12,71,211,5,4,91,"chile"
"514","Aventura","Lunay","latin",2019,"1969-12-31",92,73,73,-3,10,88,217,22,4,90,"chile"
"515","Quizas","Rich Music LTD","reggaeton",2019,"1969-12-31",176,82,73,-2,23,68,216,3,15,90,"chile"
"516","Si Te Vas","Sech","panamanian pop",2019,"1969-12-31",174,64,73,-4,14,55,205,9,13,90,"chile"
"517","Tutu","Camilo","colombian pop",2019,"1969-12-31",146,83,73,-3,7,94,179,27,5,90,"chile"
"518","Yo x Ti, Tu x Mi","ROSALÍA","r&b en espanol",2019,"1969-12-31",92,76,78,-3,14,58,201,46,23,90,"chile"
"519","Hola - Remix","Dalex","latin",2019,"1969-12-31",182,67,65,-6,8,34,250,47,31,89,"chile"
"520","No Me Conoce - Remix","Jhay Cortez","latin",2019,"1969-12-31",92,79,81,-4,9,58,309,14,7,88,"chile"
"521","DJ No Pare (feat. Zion, Dalex, Lenny Tavárez) - Remix","Justin Quiles","latin",2019,"1969-12-31",170,71,74,-4,8,83,259,5,9,88,"chile"
"522","Otro Trago - Remix","Sech","panamanian pop",2019,"1969-12-31",176,79,73,-2,6,76,288,7,20,88,"chile"
"523","QUE PRETENDES","J Balvin","latin",2019,"1969-12-31",93,79,64,-4,36,94,222,3,25,88,"chile"
"524","Bellaquita - Remix","Dalex","latin",2019,"1969-12-31",166,72,80,-4,18,76,305,14,8,87,"chile"
"525","El Favor (with Nicky Jam & Sech, feat. Farruko, Zion & Lunay)","Dimelo Flow","latin",2019,"1969-12-31",88,65,75,-3,11,48,233,11,7,85,"chile"
"526","Si Se Da - Remix","Myke Towers","latin",2019,"1969-12-31",94,67,82,-6,13,77,332,44,30,85,"chile"
"527","Cuerpo en Venta","Noriel","latin",2019,"1969-12-31",92,60,70,-6,10,41,254,16,30,85,"chile"
"528","Feliz Navidad","José Feliciano","latin pop",2001,"1969-12-31",149,86,49,-7,35,96,182,53,4,85,"chile"
"529","Verte Ir","DJ Luian","latin",2019,"1969-12-31",96,65,86,-4,8,55,268,39,10,85,"chile"
"530","Fantasía","Ozuna","latin",2019,"1969-12-31",180,72,70,-6,9,78,175,23,9,84,"chile"
"531","It's Beginning to Look a Lot like Christmas","Michael Bublé","adult standards",2011,"1969-12-31",93,22,33,-11,34,36,207,88,3,84,"chile"
"532","Sigues Con El","Dimelo Flow","latin",2019,"1969-12-31",88,67,88,-3,7,68,227,11,11,83,"chile"
"533","105 F Remix","KEVVO","perreo",2019,"1969-12-31",100,75,90,-7,29,74,464,37,16,83,"chile"
"534","B11 (feat. Myke Towers)","Rvssian","latin",2019,"1969-12-31",100,72,76,-5,13,20,252,7,12,83,"chile"
"535","Perreo en La Luna","Rich Music LTD","reggaeton",2019,"1969-12-31",174,76,71,-4,37,72,219,27,29,83,"chile"
"536","Holly Jolly Christmas","Michael Bublé","adult standards",2011,"1969-12-31",151,43,61,-9,9,74,122,86,4,82,"chile"
"537","Piensan","Myke Towers","latin",2019,"1969-12-31",172,72,68,-4,11,79,173,54,6,82,"chile"
"538","No Te Debí Besar","C. Tangana","trap espanol",2019,"1969-12-31",75,68,67,-6,18,62,183,13,32,82,"chile"
"539","Si Supieras","Daddy Yankee","latin",2019,"1969-12-31",184,89,69,-2,10,62,242,29,12,82,"chile"
"540","Coronao Now","El Alfa","dembow",2019,"1969-12-31",118,73,94,-8,18,72,218,15,25,81,"chile"
"541","Soltera - Remix","Lunay","latin",2019,"1969-12-31",92,78,80,-4,44,80,266,36,4,80,"chile"
"542","Imaginaste - Remix","Jhay Cortez","latin",2019,"1969-12-31",90,71,85,-5,34,60,247,4,9,79,"chile"
"543","Piropo","Noriel","latin",2019,"1969-12-31",94,75,87,-6,4,77,220,12,7,78,"chile"
"544","Infeliz","Arcangel","latin",2019,"1969-12-31",176,80,71,-3,25,72,221,37,22,74,"chile"
"545","La Cama","Lunay","latin",2019,"1969-12-31",174,90,70,-3,18,82,189,20,6,74,"chile"
"546","Mami","Paloma Mami","latin pop",2019,"1969-12-31",95,72,80,-6,17,51,195,15,5,73,"chile"
"547","Santa Claus Llegó a La Ciudad","Luis Miguel","bolero",2006,"1969-12-31",170,85,52,-2,33,72,116,38,19,70,"chile"
"548","Navidad, Navidad","Luis Miguel","bolero",2006,"1969-12-31",173,84,52,-4,16,75,155,36,15,69,"chile"
"549","Algún Día Volveras","Santaferia","cumbia chilena",2018,"1969-12-31",94,71,65,-4,5,69,254,37,3,68,"chile"
"550","Blanca Navidad","Luis Miguel","bolero",2006,"1969-12-31",90,40,36,-11,7,18,212,73,3,67,"chile"
"551","Dance Monkey","Tones and I","australian pop",2019,"1969-12-31",98,59,82,-6,15,51,209,69,9,100,"spain"
"552","ROXANNE","Arizona Zervas","pop rap",2019,"1969-12-31",117,60,62,-6,46,46,164,5,15,99,"spain"
"553","All I Want for Christmas Is You","Mariah Carey","dance pop",1994,"1969-12-31",150,63,34,-7,7,35,241,16,4,98,"spain"
"554","RITMO (Bad Boys For Life)","The Black Eyed Peas","dance pop",2019,"1969-12-31",105,72,72,-7,24,67,222,3,7,97,"spain"
"555","Tusa","KAROL G","latin",2019,"1969-12-31",101,72,80,-3,6,57,201,30,30,96,"spain"
"556","Santa Tell Me","Ariana Grande","dance pop",2014,"1969-12-31",192,62,53,-7,29,59,204,5,12,95,"spain"
"557","Vete","Bad Bunny","latin",2019,"1969-12-31",92,67,89,-4,10,53,192,4,19,94,"spain"
"558","China","Anuel AA","latin",2019,"1969-12-31",105,81,79,-4,8,61,302,8,9,94,"spain"
"559","Fantasias","Rauw Alejandro","latin",2019,"1969-12-31",94,70,88,-4,6,79,200,14,7,93,"spain"
"560","Adicto (with Anuel AA & Ozuna)","Tainy","pop reggaeton",2019,"1969-12-31",80,84,73,-5,18,62,271,2,7,92,"spain"
"561","Callaita","Bad Bunny","latin",2019,"1969-12-31",176,62,61,-5,24,24,251,60,31,92,"spain"
"562","Whine Up","Nicky Jam","latin",2019,"1969-12-31",105,67,82,-6,10,66,215,5,8,91,"spain"
"563","Indeciso","Reik","latin",2019,"1969-12-31",95,75,74,-5,11,90,217,18,5,90,"spain"
"564","Aventura","Lunay","latin",2019,"1969-12-31",92,73,73,-3,10,88,217,22,4,90,"spain"
"565","Yo x Ti, Tu x Mi","ROSALÍA","r&b en espanol",2019,"1969-12-31",92,76,78,-3,14,58,201,46,23,90,"spain"
"566","Si Te Vas","Sech","panamanian pop",2019,"1969-12-31",174,64,73,-4,14,55,205,9,13,90,"spain"
"567","Quizas","Rich Music LTD","reggaeton",2019,"1969-12-31",176,82,73,-2,23,68,216,3,15,90,"spain"
"568","Hola - Remix","Dalex","latin",2019,"1969-12-31",182,67,65,-6,8,34,250,47,31,89,"spain"
"569","DJ No Pare (feat. Zion, Dalex, Lenny Tavárez) - Remix","Justin Quiles","latin",2019,"1969-12-31",170,71,74,-4,8,83,259,5,9,88,"spain"
"570","Otro Trago - Remix","Sech","panamanian pop",2019,"1969-12-31",176,79,73,-2,6,76,288,7,20,88,"spain"
"571","No Me Conoce - Remix","Jhay Cortez","latin",2019,"1969-12-31",92,79,81,-4,9,58,309,14,7,88,"spain"
"572","Con Altura","ROSALÍA","r&b en espanol",2019,"1969-12-31",98,69,88,-4,5,75,162,39,12,88,"spain"
"573","Blanco","J Balvin","latin",2019,"1969-12-31",100,71,87,-5,9,59,146,3,13,87,"spain"
"574","Bellaquita - Remix","Dalex","latin",2019,"1969-12-31",166,72,80,-4,18,76,305,14,8,87,"spain"
"575","Last Christmas","Wham!","new wave pop",1984,"1969-12-31",108,48,74,-12,36,95,263,19,3,85,"spain"
"576","Te Quemaste","Manuel Turizo","colombian pop",2019,"1969-12-31",176,77,73,-2,29,72,199,61,13,85,"spain"
"577","Que Calor (feat. J Balvin & El Alfa)","Major Lazer","dance pop",2019,"1969-12-31",126,89,80,-4,29,46,170,4,7,85,"spain"
"578","Feliz Navidad","José Feliciano","latin pop",2001,"1969-12-31",149,86,49,-7,35,96,182,53,4,85,"spain"
"579","Alocao (With Bad Gyal)","Omar Montes","trap espanol",2019,"1969-12-31",178,75,67,-5,11,70,209,21,6,84,"spain"
"580","Fantasía","Ozuna","latin",2019,"1969-12-31",180,72,70,-6,9,78,175,23,9,84,"spain"
"581","It's Beginning to Look a Lot like Christmas","Michael Bublé","adult standards",2011,"1969-12-31",93,22,33,-11,34,36,207,88,3,84,"spain"
"582","Sigues Con El","Dimelo Flow","latin",2019,"1969-12-31",88,67,88,-3,7,68,227,11,11,83,"spain"
"583","B11 (feat. Myke Towers)","Rvssian","latin",2019,"1969-12-31",100,72,76,-5,13,20,252,7,12,83,"spain"
"584","Perreo en La Luna","Rich Music LTD","reggaeton",2019,"1969-12-31",174,76,71,-4,37,72,219,27,29,83,"spain"
"585","105 F Remix","KEVVO","perreo",2019,"1969-12-31",100,75,90,-7,29,74,464,37,16,83,"spain"
"586","Easy - Remix","Jhay Cortez","latin",2019,"1969-12-31",94,75,89,-4,15,44,220,19,9,81,"spain"
"587","Hasta Que Salga el Sol","Ozuna","latin",2019,"1969-12-31",96,82,83,-5,13,60,188,2,7,81,"spain"
"588","Contando Lunares (feat. Cruz Cafuné)","Don Patricio","trap espanol",2019,"1969-12-31",106,52,86,-10,5,71,220,44,13,81,"spain"
"589","Rueda","Chimbala","dembow",2019,"1969-12-31",130,92,89,-2,5,96,211,17,9,78,"spain"
"590","La Rubia - Remix 2","La Nueva Escuela","dembow",2019,"1969-12-31",110,72,76,-4,38,75,211,32,13,77,"spain"
"591","A Dónde Vamos","Morat","colombian pop",2019,"1969-12-31",149,61,63,-13,23,96,203,1,4,77,"spain"
"592","+","Aitana","latin pop",2019,"1969-12-31",160,67,56,-4,12,68,219,11,3,76,"spain"
"593","Zorra","Bad Gyal","rap catalan",2019,"1969-12-31",176,65,64,-7,8,74,186,68,19,76,"spain"
"594","Prendío","Rvfv","trap espanol",2019,"1969-12-31",125,54,83,-10,13,90,190,17,9,76,"spain"
"595","Se iluminaba","Fred De Palma","italian arena pop",2019,"1969-12-31",124,69,79,-5,7,62,174,8,6,74,"spain"
"596","La Cama","Lunay","latin",2019,"1969-12-31",174,90,70,-3,18,82,189,20,6,74,"spain"
"597","Si por mi fuera","Beret","spanish hip hop",2019,"1969-12-31",150,75,70,-6,10,88,209,3,3,73,"spain"
"598","Fuera De Mi Mente","Lérica","spanish pop",2019,"1969-12-31",94,94,74,-2,5,70,181,17,10,73,"spain"
"599","Goteo","Duki","argentine hip hop",2019,"1969-12-31",108,78,47,-4,19,44,164,19,4,73,"spain"
"600","Prendio - Remix","Rvfv","trap espanol",2019,"1969-12-31",125,76,75,-6,8,75,191,19,6,61,"spain"
"601","ROXANNE","Arizona Zervas","pop rap",2019,"1969-12-31",117,60,62,-6,46,46,164,5,15,99,"usa"
"602","Circles","Post Malone","dfw rap",2019,"1969-12-31",120,76,70,-3,9,55,215,19,4,99,"usa"
"603","All I Want for Christmas Is You","Mariah Carey","dance pop",1994,"1969-12-31",150,63,34,-7,7,35,241,16,4,98,"usa"
"604","Falling","Trevor Daniel","alternative r&b",2018,"1969-12-31",127,43,78,-9,9,24,159,12,4,97,"usa"
"605","Santa Tell Me","Ariana Grande","dance pop",2014,"1969-12-31",192,62,53,-7,29,59,204,5,12,95,"usa"
"606","Bandit (with YoungBoy Never Broke Again)","Juice WRLD","chicago rap",2019,"1969-12-31",180,63,47,-6,13,43,189,7,34,94,"usa"
"607","Rockin' Around The Christmas Tree","Brenda Lee","adult standards",1964,"1969-12-31",67,47,59,-9,51,90,126,61,5,93,"usa"
"608","Jingle Bell Rock","Bobby Helms","adult standards",1992,"1969-12-31",120,42,75,-8,7,81,131,64,4,92,"usa"
"609","It's the Most Wonderful Time of the Year","Andy Williams","adult standards",1963,"1969-12-31",202,60,24,-8,12,78,152,77,4,92,"usa"
"610","Happy Xmas (War Is Over) - Remastered","John Lennon","album rock",2010,"1969-12-31",147,61,33,-11,77,40,214,32,3,92,"usa"
"611","Mistletoe","Justin Bieber","canadian pop",2011,"1969-12-31",162,56,66,-9,8,85,183,50,5,92,"usa"
"612","BOP","DaBaby","nc hip hop",2019,"1969-12-31",127,79,77,-4,13,84,160,19,37,92,"usa"
"613","Let It Snow! Let It Snow! Let It Snow! (with The B. Swanson Quartet)","Frank Sinatra","adult standards",1994,"1969-12-31",142,26,65,-13,36,84,155,90,6,91,"usa"
"614","Wonderful Christmastime - Edited Version / Remastered 2011","Paul McCartney","album rock",1980,"1969-12-31",95,51,77,-9,7,77,228,32,3,91,"usa"
"615","Futsal Shuffle 2020","Lil Uzi Vert","melodic rap",2019,"1969-12-31",137,46,88,-8,23,30,199,3,16,90,"usa"
"616","The Christmas Song (Merry Christmas To You)","Nat King Cole","adult standards",1962,"1969-12-31",79,21,32,-15,14,21,192,92,3,89,"usa"
"617","White Christmas","Bing Crosby","adult standards",1942,"1969-12-31",131,16,32,-16,34,25,177,67,4,89,"usa"
"618","The Box","Roddy Ricch","melodic rap",2019,"1969-12-31",117,59,90,-7,79,64,197,10,6,89,"usa"
"619","Let It Snow! Let It Snow! Let It Snow!","Dean Martin","adult standards",1959,"1969-12-31",134,24,45,-14,18,70,117,91,4,89,"usa"
"620","Have Yourself A Merry Little Christmas","Sam Smith","pop",2014,"1969-12-31",75,18,44,-9,32,34,171,96,4,89,"usa"
"621","It's Beginning to Look a Lot Like Christmas (with Mitchell Ayres & His Orchestra)","Perry Como","adult standards",1999,"1969-12-31",113,28,73,-12,12,72,156,76,6,88,"usa"
"622","Underneath the Tree","Kelly Clarkson","dance pop",2013,"1969-12-31",160,81,51,-5,21,69,230,0,5,88,"usa"
"623","Christmas (Baby Please Come Home)","Mariah Carey","dance pop",1994,"1969-12-31",127,78,57,-7,11,70,153,2,3,88,"usa"
"624","Do They Know It's Christmas? - 1984 Version","Band Aid",NA,2004,"1969-12-31",115,64,60,-7,10,35,223,16,4,87,"usa"
"625","Blue Christmas","Elvis Presley","adult standards",1957,"1969-12-31",95,27,47,-17,14,58,129,90,4,87,"usa"
"626","Run Rudolph Run - Single Version","Chuck Berry","blues rock",1986,"1969-12-31",152,72,68,-11,8,96,166,81,9,87,"usa"
"627","Like It's Christmas","Jonas Brothers","boy band",2019,"1969-12-31",146,57,73,-6,5,61,201,2,10,87,"usa"
"628","Santa Baby","Ariana Grande","dance pop",2013,"1969-12-31",96,78,75,-6,28,77,171,5,14,87,"usa"
"629","Last Christmas","Wham!","new wave pop",1984,"1969-12-31",108,48,74,-12,36,95,263,19,3,85,"usa"
"630","Feliz Navidad","José Feliciano","latin pop",2001,"1969-12-31",149,86,49,-7,35,96,182,53,4,85,"usa"
"631","Santa Claus Is Coming To Town","The Jackson 5","adult standards",1970,"1969-12-31",147,76,69,-5,18,96,144,42,3,85,"usa"
"632","It's Beginning to Look a Lot like Christmas","Michael Bublé","adult standards",2011,"1969-12-31",93,22,33,-11,34,36,207,88,3,84,"usa"
"633","I Saw Mommy Kissing Santa Claus","The Jackson 5","adult standards",1970,"1969-12-31",129,71,58,-8,82,61,181,26,5,84,"usa"
"634","Joy To The World","Nat King Cole","adult standards",1962,"1969-12-31",102,34,55,-10,11,66,85,82,3,84,"usa"
"635","Do You Hear What I Hear? - Remastered 2006","Bing Crosby","adult standards",2006,"1969-12-31",102,25,57,-15,20,41,166,81,3,84,"usa"
"636","Carol of the Bells","Mykola Dmytrovych Leontovych","post-romantic era",1990,"1969-12-31",47,11,42,-23,18,80,85,99,4,84,"usa"
"637","A Holly Jolly Christmas - Single Version","Burl Ives","adult standards",1998,"1969-12-31",140,37,67,-13,10,86,133,59,3,83,"usa"
"638","Winter Wonderland - Remastered 2006","Bing Crosby","adult standards",2006,"1969-12-31",127,23,59,-14,12,54,144,83,5,83,"usa"
"639","Little Saint Nick - 1991 Remix","The Beach Boys","baroque pop",1964,"1969-12-31",131,55,60,-9,5,97,119,11,3,83,"usa"
"640","Holly Jolly Christmas","Michael Bublé","adult standards",2011,"1969-12-31",151,43,61,-9,9,74,122,86,4,82,"usa"
"641","Christmas (Baby Please Come Home)","Darlene Love","adult standards",2019,"1969-12-31",126,76,34,-7,8,36,166,39,5,82,"usa"
